,BlockNumber,DateTime,Deviation,DirectionNum,DirectionText,Lat,Lon,RouteID,TripEndTime,TripHeadsign,TripID,TripStartTime,VehicleID
0,B-330,2019-04-12T13:33:56,-8.0,0,EAST,38.886848,-77.00119,34,2019-04-12T11:48:00,NAYLOR RD STATION,940949060,2019-04-12T11:10:00,2877
1,LP-05,2019-04-12T13:33:54,0.0,0,EAST,38.819942,-76.989174,P12,2019-04-12T12:21:00,ADDISON RD STATION,918468060,2019-04-12T11:15:00,7396
2,MY-16,2019-04-12T13:33:36,0.0,1,SOUTH,38.994217,-77.028023,Y8,2019-04-12T13:00:00,SILVER SPRING STATION,925465060,2019-04-12T11:49:00,7253
3,MC-82,2019-04-12T13:33:47,9.0,0,EAST,38.978264,-76.927261,C8,2019-04-12T13:11:00,COLLEGE PARK STATION,895723060,2019-04-12T11:57:00,7078
4,BD-15,2019-04-12T13:33:32,-1.0,1,WEST,38.93581,-77.107536,D6,2019-04-12T13:21:00,SIBLEY HOSPITAL,927235060,2019-04-12T11:57:00,2870
5,B-801,2019-04-12T13:33:29,18.0,0,NORTH,39.047409,-76.937187,86,2019-04-12T13:16:00,CALVERTON,933337060,2019-04-12T12:00:00,2954
6,FE-16,2019-04-12T13:33:56,0.0,1,WEST,38.870377,-77.220291,28A,2019-04-12T13:20:00,TYSONS CORNER STA,921155060,2019-04-12T12:03:00,3153
7,W-300,2019-04-12T13:33:50,7.0,0,EAST,38.858776,-76.960175,30N,2019-04-12T13:35:00,NAYLOR RD STATION,898352060,2019-04-12T12:05:00,7129
8,B-920,2019-04-12T13:33:51,6.0,1,WEST,38.930511,-77.063263,96,2019-04-12T13:37:00,TENLEYTOWN STATION,913887060,2019-04-12T12:12:00,2871
9,B-913,2019-04-12T13:33:56,1.0,0,EAST,38.889679,-76.933968,96,2019-04-12T13:38:00,CAPITOL HEIGHTS STATION,913751060,2019-04-12T12:12:00,2872
10,W-306,2019-04-12T13:33:37,11.0,1,WEST,38.90675,-77.062988,30S,2019-04-12T13:56:00,FRIENDSHIP HEIGHTS,898309060,2019-04-12T12:15:00,7164
11,B-846,2019-04-12T13:33:52,-1.0,1,SOUTH,38.901329,-77.034599,80,2019-04-12T13:14:00,MCPHERSON SQUARE,938832060,2019-04-12T12:17:00,2924
12,FB-21,2019-04-12T13:33:43,0.0,0,NORTH,38.88129,-77.111656,25B,2019-04-12T13:22:00,BALLSTON,915449060,2019-04-12T12:20:00,3173
13,FE-17,2019-04-12T13:33:43,2.0,0,EAST,38.826923,-77.088776,28A,2019-04-12T13:39:00,KING STREET - OLD TOWN STATION,921179060,2019-04-12T12:20:00,3122
14,A-253,2019-04-12T13:33:45,9.0,1,WEST,38.849205,-77.377808,2B,2019-04-12T13:11:00,WEST OX ROAD & ALLIANCE DRIVE,901659060,2019-04-12T12:20:00,6597
15,LC-80,2019-04-12T13:33:29,9.0,0,NORTH,38.989883,-76.988335,F8,2019-04-12T13:24:00,TAKOMA-LANGLEY CROSSROADS TRANSIT CENTER,942325060,2019-04-12T12:20:00,8012
16,B-844,2019-04-12T13:33:48,9.0,0,NORTH,38.931747,-76.99968,80,2019-04-12T13:42:00,FORT TOTTEN,938743060,2019-04-12T12:21:00,2912
17,PW-45,2019-04-12T13:33:45,0.0,1,SOUTH,38.861973,-76.995644,W4,2019-04-12T13:20:00,ANACOSTIA STATION,941854060,2019-04-12T12:21:00,6112
18,FE-12,2019-04-12T13:33:32,5.0,1,WEST,38.898003,-77.195389,28A,2019-04-12T13:40:00,TYSONS CORNER STA,921124060,2019-04-12T12:23:00,2968
19,CA-04,2019-04-12T13:33:41,9.0,0,EAST,38.807827,-77.084335,29N,2019-04-12T13:30:00,KING STREET - OLD TOWN STATION,918174060,2019-04-12T12:23:00,6362
20,B-325,2019-04-12T13:33:11,63.0,1,WEST,38.730087,-77.07032,36,2019-04-12T13:33:00,POTOMAC PARK,940760060,2019-04-12T12:23:00,2878
21,BR-04,2019-04-12T13:33:48,0.0,0,NORTH,38.923542,-76.970245,R2,2019-04-12T13:10:00,CALVERTON,936022060,2019-04-12T12:23:00,5478
22,M-703,2019-04-12T13:33:50,23.0,1,SOUTH,38.90966,-77.021904,70,2019-04-12T13:24:00,ARCHIVES,898759060,2019-04-12T12:24:00,5450
23,S-915,2019-04-12T13:33:53,13.0,1,SOUTH,38.862053,-76.995781,90,2019-04-12T13:19:00,ANACOSTIA STATION,903175060,2019-04-12T12:24:00,6547
24,PW-40,2019-04-12T13:33:51,16.0,0,NORTH,38.901081,-76.92466,W4,2019-04-12T13:23:00,DEANWOOD STATION,941803060,2019-04-12T12:24:00,7314
25,A-126,2019-04-12T13:33:48,0.0,0,EAST,38.881248,-77.111671,1A,2019-04-12T13:25:00,BALLSTON,905936060,2019-04-12T12:25:00,7195
26,MC-41,2019-04-12T13:33:29,1.0,0,EAST,38.967896,-76.954239,C4,2019-04-12T13:35:00,PRINCE GEORGES PLAZA STATION,902183060,2019-04-12T12:25:00,7268
27,CR-01,2019-04-12T13:33:37,35.0,0,NORTH,38.754932,-77.083366,REX,2019-04-12T13:20:00,KING STREET - OLD TOWN STATION,903995060,2019-04-12T12:25:00,6306
28,MT-04,2019-04-12T13:33:48,16.0,1,SOUTH,38.961674,-77.084663,T2,2019-04-12T13:10:00,FRIENDSHIP HEIGHTS,895448060,2019-04-12T12:25:00,7360
29,MY-14,2019-04-12T13:33:47,0.0,0,NORTH,39.152256,-77.055855,Y8,2019-04-12T13:30:00,MONTGOMERY MEDICAL CENTER VIA LEISURE WORLD,925365060,2019-04-12T12:25:00,7257
30,S-911,2019-04-12T13:33:54,63.0,1,SOUTH,38.815945,-77.016739,92,2019-04-12T13:24:00,CONGRESS HEIGHTS STATION,903061060,2019-04-12T12:26:00,6396
31,MC-83,2019-04-12T13:33:35,1.0,0,EAST,38.992165,-76.951599,C8,2019-04-12T13:41:00,COLLEGE PARK STATION,895721060,2019-04-12T12:27:00,7382
32,BD-16,2019-04-12T13:33:48,-2.0,1,WEST,38.912697,-77.09111,D6,2019-04-12T13:51:00,SIBLEY HOSPITAL,927234060,2019-04-12T12:27:00,2850
33,B-843,2019-04-12T13:33:56,7.0,0,NORTH,38.952301,-77.002197,80,2019-04-12T13:26:00,FORT TOTTEN,938760060,2019-04-12T12:28:00,2830
34,MC-42,2019-04-12T13:32:13,5.0,0,EAST,38.99799,-76.912735,C2,2019-04-12T13:33:00,GREENBELT STATION,902216060,2019-04-12T12:30:00,6039
35,BD-13,2019-04-12T13:33:48,1.0,0,EAST,38.893749,-77.000565,D6,2019-04-12T13:49:00,STADIUM-ARMORY,927316060,2019-04-12T12:30:00,2858
36,BG-42,2019-04-12T13:33:55,8.0,0,EAST,38.943169,-76.97419,G8,2019-04-12T13:28:00,AVONDALE,894974060,2019-04-12T12:30:00,2891
37,LP-03,2019-04-12T13:33:29,2.0,0,EAST,38.866016,-76.892426,P12,2019-04-12T13:36:00,ADDISON RD STATION,918465060,2019-04-12T12:30:00,7023
38,MQ-11,2019-04-12T13:33:45,58.0,1,SOUTH,39.046589,-77.108414,Q6,2019-04-12T13:18:00,WHEATON STATION,900663060,2019-04-12T12:30:00,6379
39,CR-02,2019-04-12T13:33:46,8.0,1,SOUTH,38.714439,-77.153381,REX,2019-04-12T13:29:00,FORT BELVOIR,903991060,2019-04-12T12:30:00,6301
40,W-305,2019-04-12T13:33:54,19.0,0,EAST,38.900211,-77.035843,30S,2019-04-12T14:04:00,SOUTHERN AVE STATION,898325060,2019-04-12T12:32:00,7162
41,B-848,2019-04-12T13:33:47,-3.0,1,SOUTH,38.900875,-77.04541,80,2019-04-12T13:46:00,KENNEDY CENTER,938798060,2019-04-12T12:33:00,2903
42,S-920,2019-04-12T13:33:43,13.0,0,NORTH,38.90736,-77.000977,92,2019-04-12T13:39:00,REEVES CENTER - 14TH & U NW,902968060,2019-04-12T12:34:00,6566
43,MZ-10,2019-04-12T13:33:41,1.0,1,SOUTH,38.993988,-77.030762,Z6,2019-04-12T13:34:00,SILVER SPRING STATION,909316060,2019-04-12T12:34:00,6035
44,A-122,2019-04-12T13:33:32,9.0,1,WEST,38.862823,-77.227715,1A,2019-04-12T13:35:00,VIENNA STATION,905896060,2019-04-12T12:35:00,6590
45,B-329,2019-04-12T13:33:53,2.0,1,WEST,38.90134,-77.045082,32,2019-04-12T13:46:00,POTOMAC PARK,940821060,2019-04-12T12:35:00,2905
46,MC-80,2019-04-12T13:33:35,3.0,1,WEST,39.059578,-77.050591,C8,2019-04-12T13:48:00,WHITE FLINT STATION,895748060,2019-04-12T12:35:00,6024
47,MQ-14,2019-04-12T13:33:54,0.0,0,NORTH,39.083576,-77.1465,Q4,2019-04-12T13:18:00,ROCKVILLE STATION,900530060,2019-04-12T12:35:00,7365
48,NS-09,2019-04-12T13:33:33,0.0,0,NORTH,38.993401,-77.030281,S4,2019-04-12T13:25:00,SILVER SPRING STATION,896721060,2019-04-12T12:35:00,7208
49,M-708,2019-04-12T13:33:56,11.0,1,SOUTH,38.90966,-77.021904,70,2019-04-12T13:36:00,ARCHIVES,898760060,2019-04-12T12:36:00,5440
50,M-710,2019-04-12T13:33:45,1.0,0,NORTH,38.993584,-77.026604,70,2019-04-12T13:35:00,SILVER SPRING STATION,898702060,2019-04-12T12:36:00,5442
51,B-915,2019-04-12T13:33:27,11.0,0,EAST,38.907177,-77.015457,96,2019-04-12T14:08:00,CAPITOL HEIGHTS STATION,913760060,2019-04-12T12:36:00,2876
52,SP-07,2019-04-12T13:33:56,4.0,0,NORTH,38.909538,-77.008987,P6,2019-04-12T13:41:00,RHODE ISLAND AVE STATION,926817060,2019-04-12T12:36:00,6385
53,SP-08,2019-04-12T13:33:45,4.0,1,SOUTH,38.876438,-76.991737,P6,2019-04-12T13:38:00,ANACOSTIA STATION,926728060,2019-04-12T12:36:00,8094
54,FT-01,2019-04-12T13:33:33,5.0,0,EAST,38.841236,-77.08876,23T,2019-04-12T13:30:00,SHIRLINGTON,926039060,2019-04-12T12:37:00,2669
55,S-902,2019-04-12T13:33:50,16.0,0,NORTH,38.912563,-77.013275,90,2019-04-12T13:37:00,ELLINGTON BRIDGE,902969060,2019-04-12T12:37:00,6572
56,N-501,2019-04-12T13:33:47,9.0,1,SOUTH,38.900814,-77.031898,54,2019-04-12T13:32:00,METRO CENTER,923814060,2019-04-12T12:38:00,7346
57,NS-03,2019-04-12T13:33:46,8.0,1,SOUTH,38.900211,-77.036537,S2,2019-04-12T13:35:00,FEDERAL TRIANGLE,896801060,2019-04-12T12:38:00,7355
58,FE-18,2019-04-12T13:33:45,6.0,0,EAST,38.854858,-77.13752,28A,2019-04-12T13:59:00,KING STREET - OLD TOWN STATION,921206060,2019-04-12T12:40:00,3180
59,B-802,2019-04-12T13:33:37,9.0,1,SOUTH,38.964077,-76.95253,86,2019-04-12T13:52:00,RHODE ISLAND AVE STATION,933395060,2019-04-12T12:40:00,2952
60,BD-79,2019-04-12T13:33:55,-1.0,0,NORTH,38.929905,-77.011505,D8,2019-04-12T13:36:00,WASHINGTON HOSPITAL CENTER,920080060,2019-04-12T12:40:00,6157
61,LF-61,2019-04-12T13:33:28,2.0,1,WEST,38.983227,-77.01535,F4,2019-04-12T13:42:00,SILVER SPRING STATION,942541060,2019-04-12T12:40:00,6211
62,MY-18,2019-04-12T13:33:50,8.0,0,NORTH,39.089741,-77.07975,Y7,2019-04-12T13:36:00,ICC PARK & RIDE VIA LEISURE WORLD,925348060,2019-04-12T12:40:00,6018
63,N-514,2019-04-12T13:33:49,3.0,0,NORTH,38.949608,-77.033119,52,2019-04-12T13:32:00,14TH & COLORADO,923733060,2019-04-12T12:41:00,6538
64,A-100,2019-04-12T13:33:57,12.0,0,EAST,38.877144,-77.271523,2B,2019-04-12T13:36:00,DUNN LORING STATION,901685060,2019-04-12T12:42:00,7190
65,W-302,2019-04-12T13:33:55,-5.0,1,WEST,38.90099,-77.03363,30N,2019-04-12T14:25:00,FRIENDSHIP HEIGHTS,898308060,2019-04-12T12:42:00,7120
66,N-769,2019-04-12T13:33:56,3.0,0,NORTH,38.993507,-77.030167,79,2019-04-12T13:30:00,SILVER SPRING STATION,896345060,2019-04-12T12:42:00,6428
67,N-764,2019-04-12T13:33:31,-2.0,1,SOUTH,38.892113,-77.023903,79,2019-04-12T13:30:00,ARCHIVES,896229060,2019-04-12T12:42:00,6429
68,BH-23,2019-04-12T13:33:50,13.0,0,EAST,38.927563,-77.012154,H2,2019-04-12T13:29:00,BROOKLAND STATION,917205060,2019-04-12T12:42:00,6151
69,,2019-04-12T13:33:37,15.0,0,EAST,38.925808,-76.990486,H8,2019-04-12T13:23:00,RHODE ISLAND AVE STATION,940409060,2019-04-12T12:42:00,7224
70,NH-80,2019-04-12T13:33:37,8.0,1,WEST,38.932205,-77.03878,H8,2019-04-12T13:20:00,MT PLEASANT,940386060,2019-04-12T12:42:00,7230
71,WN-03,2019-04-12T13:33:40,12.0,1,WEST,38.961338,-77.085526,N2,2019-04-12T13:21:00,FRIENDSHIP HEIGHTS,933808060,2019-04-12T12:43:00,7139
72,N-512,2019-04-12T13:16:28,14.0,1,SOUTH,38.92104,-77.03186,52,2019-04-12T13:34:00,L'ENFANT PLAZA STATION,923818060,2019-04-12T12:44:00,7225
73,S-908,2019-04-12T13:33:56,32.0,1,SOUTH,38.913914,-77.016449,90,2019-04-12T13:39:00,ANACOSTIA STATION,903174060,2019-04-12T12:44:00,6549
74,BB-02,2019-04-12T13:33:42,4.0,1,SOUTH,38.870502,-76.976662,B2,2019-04-12T13:43:00,ANACOSTIA STATION,911027060,2019-04-12T12:44:00,2818
75,SW-25,2019-04-12T13:33:36,5.0,1,WEST,38.862118,-76.994583,W3,2019-04-12T13:43:00,WASHINGTON OVERLOOK,912256060,2019-04-12T12:44:00,3051
76,SW-22,2019-04-12T13:33:49,1.0,0,EAST,38.845966,-76.987679,W3,2019-04-12T13:42:00,UNITED MEDICAL CENTER,912213060,2019-04-12T12:44:00,3059
77,FJ-60,2019-04-12T13:33:51,-3.0,0,NORTH,38.868744,-77.09671,10B,2019-04-12T13:45:00,BALLSTON,911888060,2019-04-12T12:45:00,3136
78,FC-09,2019-04-12T13:33:41,12.0,1,WEST,38.851421,-77.142059,16C,2019-04-12T13:22:00,CULMORE - PIKE RIDE,907873060,2019-04-12T12:45:00,2674
79,FE-13,2019-04-12T13:33:39,8.0,1,WEST,38.860676,-77.146736,28A,2019-04-12T14:02:00,TYSONS CORNER STA,921154060,2019-04-12T12:45:00,3116
80,F-401,2019-04-12T13:33:44,4.0,1,WEST,38.870785,-77.152733,4B,2019-04-12T13:20:00,SEVEN CORNERS,941507060,2019-04-12T12:45:00,3198
81,B-752,2019-04-12T13:19:57,1.0,1,SOUTH,38.887722,-77.021912,74,2019-04-12T13:07:00,NATIONALS PARK,899601060,2019-04-12T12:45:00,3020
82,B-805,2019-04-12T13:33:48,3.0,1,SOUTH,38.936485,-76.960907,83,2019-04-12T13:43:00,RHODE ISLAND AVE STATION,933402060,2019-04-12T12:45:00,2920
83,BB-08,2019-04-12T13:33:51,-4.0,0,NORTH,38.931652,-76.958878,B2,2019-04-12T13:42:00,MT RAINIER,911004060,2019-04-12T12:45:00,2943
84,LC-26,2019-04-12T13:33:56,8.0,0,EAST,38.898811,-76.799637,C22,2019-04-12T13:34:00,POINTER RIDGE,911654060,2019-04-12T12:45:00,6003
85,LC-25,2019-04-12T13:33:48,4.0,1,WEST,38.890686,-76.854019,C22,2019-04-12T13:37:00,ADDISON RD STATION,911590060,2019-04-12T12:45:00,8027
86,LF-21,2019-04-12T13:33:52,2.0,1,SOUTH,38.918819,-76.929451,F1,2019-04-12T13:36:00,CHEVERLY STATION,915211060,2019-04-12T12:45:00,7390
87,LG-03,2019-04-12T13:33:44,0.0,0,EAST,38.952305,-76.877403,G14,2019-04-12T13:37:00,NEW CARROLLTON STATION,925038060,2019-04-12T12:45:00,6207
88,MJ-10,2019-04-12T13:33:52,6.0,1,WEST,39.025646,-77.14267,J2,2019-04-12T13:28:00,MONTGOMERY MALL,912612060,2019-04-12T12:45:00,7082
89,MJ-04,2019-04-12T13:33:41,21.0,0,EAST,38.983528,-77.094177,J2,2019-04-12T13:28:00,SILVER SPRING STATION VIA BETHESDA,912718060,2019-04-12T12:45:00,7269
90,LV-29,2019-04-12T13:33:30,0.0,0,NORTH,38.908218,-76.934456,V14,2019-04-12T13:26:00,DEANWOOD STATION,917973060,2019-04-12T12:45:00,7020
91,PV-28,2019-04-12T13:33:49,6.0,1,WEST,38.877808,-77.005798,V4,2019-04-12T13:28:00,NAVY YARD - BALLPARK STATION,904406060,2019-04-12T12:45:00,6116
92,MY-08,2019-04-12T13:33:30,5.0,0,NORTH,39.077961,-76.942047,Z8,2019-04-12T13:33:00,GREENCASTLE PARK & RIDE,909495060,2019-04-12T12:45:00,7376
93,S-913,2019-04-12T13:33:37,8.0,1,SOUTH,38.866905,-76.985878,92,2019-04-12T13:44:00,CONGRESS HEIGHTS STATION,903166060,2019-04-12T12:46:00,6561
94,LF-06,2019-04-12T13:33:37,-1.0,1,SOUTH,38.884815,-76.913803,F14,2019-04-12T13:56:00,NAYLOR RD STATION,896022060,2019-04-12T12:46:00,6013
95,LF-98,2019-04-12T13:33:32,10.0,1,WEST,38.964676,-76.953484,F6,2019-04-12T13:48:00,FORT TOTTEN,942932060,2019-04-12T12:46:00,7047
96,BX-21,2019-04-12T13:33:30,2.0,0,EAST,38.896507,-76.947731,X2,2019-04-12T13:33:00,MINNESOTA AVENUE STATION,906511060,2019-04-12T12:47:00,5477
97,MY-17,2019-04-12T13:33:51,3.0,1,SOUTH,39.025848,-77.046356,Y7,2019-04-12T13:45:00,SILVER SPRING STATION,925462060,2019-04-12T12:47:00,7371
98,FT-14,2019-04-12T13:33:55,1.0,1,WEST,38.933319,-77.194527,23T,2019-04-12T13:42:00,TYSONS CORNER,925954060,2019-04-12T12:48:00,3189
99,W-218,2019-04-12T13:33:55,6.0,0,NORTH,38.95451,-77.082535,31,2019-04-12T13:33:00,FRIENDSHIP HEIGHTS,943028060,2019-04-12T12:48:00,7156
100,W-223,2019-04-12T13:33:44,6.0,0,NORTH,38.931835,-77.072662,33,2019-04-12T13:45:00,FRIENDSHIP HEIGHTS,943027060,2019-04-12T12:48:00,7107
101,N-612,2019-04-12T13:33:56,8.0,0,NORTH,38.955158,-77.010185,64,2019-04-12T13:29:00,FORT TOTTEN,918932060,2019-04-12T12:48:00,7227
102,M-709,2019-04-12T13:33:45,-5.0,1,SOUTH,38.909645,-77.021904,70,2019-04-12T13:54:00,ARCHIVES,898757060,2019-04-12T12:48:00,7265
103,N-517,2019-04-12T13:33:49,7.0,0,NORTH,38.963463,-77.033417,54,2019-04-12T13:36:00,TAKOMA STATION,923734060,2019-04-12T12:49:00,7229
104,B-847,2019-04-12T13:33:56,3.0,1,SOUTH,38.899254,-77.013336,80,2019-04-12T13:46:00,MCPHERSON SQUARE,938831060,2019-04-12T12:49:00,2923
105,MC-30,2019-04-12T13:33:54,-2.0,0,EAST,38.990082,-76.988983,C4,2019-04-12T13:59:00,PRINCE GEORGES PLAZA STATION,902182060,2019-04-12T12:49:00,7238
106,PW-46,2019-04-12T13:33:55,8.0,0,NORTH,38.872902,-76.934982,W4,2019-04-12T13:48:00,DEANWOOD STATION,941802060,2019-04-12T12:49:00,6114
107,MY-20,2019-04-12T13:33:48,4.0,1,SOUTH,39.055977,-77.050056,Y8,2019-04-12T14:00:00,SILVER SPRING STATION,925461060,2019-04-12T12:49:00,6383
108,A-103,2019-04-12T13:33:53,2.0,1,WEST,38.852791,-77.33255,1C,2019-04-12T13:53:00,WEST OX ROAD & ALLIANCE DRIVE,906312060,2019-04-12T12:50:00,7188
109,AM-10,2019-04-12T13:33:47,5.0,1,WEST,38.880867,-77.111633,38B,2019-04-12T13:29:00,BALLSTON,899983060,2019-04-12T12:50:00,6585
110,F-506,2019-04-12T13:33:48,10.0,1,WEST,38.935131,-77.242523,5A,2019-04-12T13:46:00,DULLES AIRPORT,901868060,2019-04-12T12:50:00,2722
111,LB-12,2019-04-12T13:33:39,2.0,0,EAST,39.017681,-76.761353,B22,2019-04-12T13:29:00,BOWIE STATE UNIVERSITY,914717060,2019-04-12T12:50:00,6014
112,LB-31,2019-04-12T13:33:32,10.0,1,SOUTH,39.050739,-76.842422,B30,2019-04-12T13:34:00,GREENBELT STATION,944065060,2019-04-12T12:50:00,6217
113,WL-04,2019-04-12T13:33:27,3.0,1,SOUTH,38.90398,-77.040245,L2,2019-04-12T13:32:00,FARRAGUT SQUARE,915954060,2019-04-12T12:50:00,6497
114,NS-04,2019-04-12T13:33:41,7.0,0,NORTH,38.952156,-77.036331,S2,2019-04-12T13:45:00,SILVER SPRING STATION,896712060,2019-04-12T12:50:00,7203
115,NX-04,2019-04-12T13:33:48,0.0,0,NORTH,38.993214,-77.029892,S9,2019-04-12T13:27:00,SILVER SPRING STATION,897916060,2019-04-12T12:50:00,6443
116,LT-45,2019-04-12T13:33:55,4.0,1,WEST,38.931065,-76.972115,T18,2019-04-12T13:38:00,RHODE ISLAND AVE STATION,939760060,2019-04-12T12:50:00,7046
117,BH-21,2019-04-12T13:33:47,0.0,1,WEST,38.943993,-77.076935,H2,2019-04-12T13:36:00,TENLEYTOWN STATION,917156060,2019-04-12T12:51:00,2853
118,FT-06,2019-04-12T13:33:48,4.0,0,EAST,38.853374,-77.053024,23B,2019-04-12T13:35:00,CRYSTAL CITY,926040060,2019-04-12T12:52:00,3194
119,MC-38,2019-04-12T13:33:32,10.0,1,WEST,39.015121,-77.00499,C4,2019-04-12T13:58:00,TWINBROOK STATION,902140060,2019-04-12T12:52:00,6150
120,PV-22,2019-04-12T13:33:56,5.0,0,EAST,38.894508,-76.917191,V2,2019-04-12T13:34:00,CAPITOL HEIGHTS STATION,904507060,2019-04-12T12:52:00,7304
121,CA-01,2019-04-12T13:33:39,0.0,0,EAST,38.819611,-77.15052,29K,2019-04-12T14:00:00,KING STREET - OLD TOWN STATION,918153060,2019-04-12T12:53:00,6338
122,B-840,2019-04-12T13:33:42,7.0,0,NORTH,38.899799,-77.023712,80,2019-04-12T14:14:00,FORT TOTTEN,938742060,2019-04-12T12:53:00,2907
123,W-409,2019-04-12T13:33:46,12.0,0,NORTH,38.922035,-77.04332,42,2019-04-12T13:31:00,MT PLEASANT VIA ADAMS MORGAN,936985060,2019-04-12T12:54:00,7128
124,N-509,2019-04-12T13:33:35,2.0,1,SOUTH,38.912769,-77.031952,54,2019-04-12T13:48:00,METRO CENTER,923896060,2019-04-12T12:54:00,6535
125,N-765,2019-04-12T13:33:32,1.0,1,SOUTH,38.906597,-77.023979,79,2019-04-12T13:42:00,ARCHIVES,896241060,2019-04-12T12:54:00,6430
126,N-761,2019-04-12T13:33:33,2.0,0,NORTH,38.967117,-77.027405,79,2019-04-12T13:42:00,SILVER SPRING STATION,896335060,2019-04-12T12:54:00,6453
127,S-901,2019-04-12T13:33:39,8.0,0,NORTH,38.887394,-76.995041,92,2019-04-12T13:59:00,REEVES CENTER - 14TH & U NW,902966060,2019-04-12T12:54:00,6192
128,WE-44,2019-04-12T13:33:50,3.0,0,EAST,38.955486,-76.992737,E4,2019-04-12T13:32:00,RIGGS PARK,934289060,2019-04-12T12:54:00,7116
129,BX-23,2019-04-12T13:33:54,8.0,1,WEST,38.899818,-77.021706,X2,2019-04-12T13:37:00,LAFAYETTE SQUARE,906672060,2019-04-12T12:54:00,5463
130,FJ-21,2019-04-12T13:33:51,3.0,0,NORTH,38.853325,-77.055931,10A,2019-04-12T13:44:00,PENTAGON,914342060,2019-04-12T12:55:00,3117
131,A-130,2019-04-12T13:33:43,1.0,0,EAST,38.872177,-77.157631,1A,2019-04-12T13:55:00,BALLSTON,905935060,2019-04-12T12:55:00,7200
132,B-331,2019-04-12T13:33:30,6.0,1,WEST,38.887604,-77.008118,32,2019-04-12T14:06:00,POTOMAC PARK,940820060,2019-04-12T12:55:00,2964
133,MK-06,2019-04-12T13:33:45,1.0,0,NORTH,39.024506,-76.979347,K6,2019-04-12T13:42:00,WHITE OAK,938107060,2019-04-12T12:55:00,7070
134,ML-46,2019-04-12T13:33:52,8.0,0,NORTH,39.076355,-77.080467,L8,2019-04-12T13:31:00,ASPEN HILL,916336060,2019-04-12T12:55:00,7071
135,SN-05,2019-04-12T13:33:53,10.0,0,EAST,38.839123,-76.978226,NH1,2019-04-12T13:26:00,SOUTHERN AVE STATION,932023060,2019-04-12T12:55:00,6169
136,LP-25,2019-04-12T13:33:54,11.0,0,EAST,38.822865,-76.969421,P12,2019-04-12T14:03:00,ADDISON RD STATION,918459060,2019-04-12T12:55:00,7057
137,CR-03,2019-04-12T13:33:54,4.0,0,NORTH,38.754025,-77.083244,REX,2019-04-12T13:53:00,KING STREET - OLD TOWN STATION,904035060,2019-04-12T12:55:00,6311
138,MT-01,2019-04-12T13:33:52,39.0,1,SOUTH,39.07505,-77.16375,T2,2019-04-12T13:40:00,FRIENDSHIP HEIGHTS,895450060,2019-04-12T12:55:00,7370
139,LV-30,2019-04-12T13:33:53,8.0,1,SOUTH,38.865349,-76.906746,V14,2019-04-12T13:37:00,PENN MAR,917941060,2019-04-12T12:55:00,8014
140,MY-15,2019-04-12T13:33:46,-4.0,0,NORTH,39.080719,-77.074867,Y8,2019-04-12T14:00:00,MONTGOMERY MEDICAL CENTER VIA LEISURE WORLD,925366060,2019-04-12T12:55:00,6023
141,W-219,2019-04-12T13:33:23,7.0,1,SOUTH,38.905094,-77.062363,31,2019-04-12T13:40:00,POTOMAC PARK,943065060,2019-04-12T12:56:00,7140
142,PD-39,2019-04-12T13:33:36,4.0,1,WEST,38.813,-76.983688,D12,2019-04-12T13:52:00,SOUTHERN AVE STATION,930119060,2019-04-12T12:56:00,7321
143,PU-52,2019-04-12T13:33:33,6.0,0,EAST,38.893509,-76.929993,U6,2019-04-12T13:30:00,MARSHALL HEIGHTS - LINCOLN HEIGHTS,905395060,2019-04-12T12:56:00,6117
144,N-502,2019-04-12T13:33:51,11.0,0,NORTH,38.908527,-77.031952,52,2019-04-12T13:48:00,14TH & COLORADO,923731060,2019-04-12T12:57:00,6545
145,S-912,2019-04-12T13:33:50,4.0,0,NORTH,38.907005,-77.000107,90,2019-04-12T13:57:00,ELLINGTON BRIDGE,902967060,2019-04-12T12:57:00,6400
146,MC-84,2019-04-12T13:33:53,9.0,0,EAST,39.066441,-77.029793,C8,2019-04-12T14:11:00,COLLEGE PARK STATION,895720060,2019-04-12T12:57:00,8050
147,BD-17,2019-04-12T13:33:27,4.0,1,WEST,38.902538,-77.030403,D6,2019-04-12T14:21:00,SIBLEY HOSPITAL,927233060,2019-04-12T12:57:00,2856
148,NS-17,2019-04-12T13:33:38,2.0,1,SOUTH,38.914204,-77.036537,S4,2019-04-12T13:50:00,FEDERAL TRIANGLE,896811060,2019-04-12T12:57:00,7344
149,A-605,2019-04-12T13:33:47,1.0,0,EAST,38.854622,-77.139832,26A,2019-04-12T13:48:00,EAST FALLS CHURCH STATION,931979060,2019-04-12T12:58:00,7192
150,MC-26,2019-04-12T13:33:46,6.0,1,WEST,38.989948,-76.988686,C2,2019-04-12T13:54:00,WHEATON STATION,902073060,2019-04-12T12:58:00,6154
151,PD-38,2019-04-12T13:33:43,4.0,0,EAST,38.804508,-76.978912,D12,2019-04-12T13:55:00,SUITLAND STATION,930031060,2019-04-12T12:58:00,7326
152,BR-10,2019-04-12T13:33:39,10.0,0,NORTH,38.996712,-76.972763,R2,2019-04-12T13:45:00,CALVERTON,936021060,2019-04-12T12:58:00,2942
